Code,Title,Description,ItemDescriptions,CrossReferences
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ","This U.S. industry comprises establishments primarily engaged in manufacturing instruments and related devices for measuring, displaying, indicating, recording, transmitting, and controlling industrial process variables.  These instruments measure, display or control (monitor, analyze, and so forth) industrial process variables, such as temperature, humidity, pressure, vacuum, combustion, flow, level, viscosity, density, acidity, concentration, and rotation.

Cross-References. Establishments primarily engaged in--","Absorption analyzers, industrial process type (e.g., infrared), manufacturing Acidity (i.e., pH) instruments, industrial process type, manufacturing Analyzers, industrial process control type, manufacturing Annunciators, relay and solid-state types, industrial display, manufacturing Boiler controls, industrial, power, and marine-type, manufacturing Buoyancy instruments, industrial process-type, manufacturing Chromatographs, industrial process-type, manufacturing Combustion control instruments (except commercial, household furnace-type) manufacturing Controllers for process variables (e.g., electric, electronic, mechanical, pneumatic operation) manufacturing Coulometric analyzers, industrial process-type, manufacturing Data loggers, industrial process-type, manufacturing Density and specific gravity instruments, industrial process-type, manufacturing Differential pressure instruments, industrial process-type, manufacturing Digital displays of process variables manufacturing Display instruments, industrial process control-type, manufacturing Draft gauges, industrial process-type, manufacturing Electric and electronic controllers, industrial process-type, manufacturing Electrodes used in industrial process measurement manufacturing Electrolytic conductivity instruments, industrial process-type, manufacturing Electromagnetic flowmeters manufacturing Flow instruments, industrial process-type, manufacturing Fluidic devices, circuits, and systems for process control, manufacturing Gas analyzers, industrial process-type, manufacturing Gas and liquid analysis instruments, industrial process-type, manufacturing Gas chromatographic instruments, industrial process-type, manufacturing Gas flow instrumentation, industrial process-type, manufacturing Gauges (i.e., analog, digital), industrial process-type, manufacturing Humidity instruments, industrial process-type, manufacturing Hydrometers, industrial process-type, manufacturing Hygrometers, industrial process-type, manufacturing Indicators, industrial process control-type, manufacturing Industrial process control instruments manufacturing Infrared instruments, industrial process-type, manufacturing Instruments for industrial process control manufacturing Level and bulk measuring instruments, industrial process-type, manufacturing Liquid analysis instruments, industrial process-type, manufacturing Liquid concentration instruments, industrial process-type, manufacturing Liquid level instruments, industrial process-type, manufacturing Magnetic flow meters, industrial process-type, manufacturing Manometers, industrial process-type, manufacturing Measuring instruments, industrial process control-type, manufacturing Mechanical measuring instruments, industrial process-type, manufacturing Meters, industrial process control-type, manufacturing Moisture meters, industrial process-type, manufacturing Nanofluidic measurement and control devices manufacturing Panelboard indicators, recorders, and controllers, receiver industrial process-type, manufacturing Pneumatic controllers, industrial process type, manufacturing Potentiometric instruments (except X-Y recorders), industrial process-type, manufacturing Pressure gauges (e.g., dial, digital), industrial process-type, manufacturing Pressure instruments, industrial process-type, manufacturing Primary elements for process flow measurement (i.e., orifice plates) manufacturing Primary process temperature sensors manufacturing Process control instruments, industrial, manufacturing Programmers, process-type, manufacturing Pyrometers, industrial process-type, manufacturing Recorders, industrial process control-type, manufacturing Refractometers, industrial process-type, manufacturing Resistance thermometers and bulbs, industrial process-type, manufacturing Telemetering instruments, industrial process-type, manufacturing Temperature instruments, industrial process-type (except glass and bimetal thermometers), manufacturing Thermal conductivity instruments, industrial process-type, manufacturing Thermistors, industrial process-type, manufacturing Thermocouples, industrial process-type, manufacturing Thermometers, filled system industrial process-type, manufacturing Time cycle and program controllers, industrial process-type, manufacturing Transmitters, industrial process control-type, manufacturing Turbidity instruments, industrial process-type, manufacturing Turbine flow meters, industrial process-type, manufacturing Variable control instruments, industrial process-type, manufacturing Viscosimeters, industrial process-type, manufacturing Viscosity instruments, industrial process-type, manufacturing Water quality monitoring and control systems manufacturing","Manufacturing instruments for measuring or testing electricity and electrical signals--are classified in U.S. Industry 334515, Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals; Manufacturing medical thermometers--are classified in U.S. Industry 339112, Surgical and Medical Instrument Manufacturing; Manufacturing glass hydrometers and thermometers for other non-medical uses--are classified in U.S. Industry 334519, Other Measuring and Controlling Device Manufacturing; Manufacturing instruments and instrumentation systems for laboratory analysis of samples--are classified in U.S. Industry 334516, Analytical Laboratory Instrument Manufacturing; and Manufacturing optical alignment and display instruments, optical comparators, and optical test and inspection equipment--are classified in U.S. Industry 333314, Optical Instrument and Lens Manufacturing."
334514,Totalizing Fluid Meter and Counting Device Manufacturing ,"This U.S. industry comprises establishments primarily engaged in manufacturing totalizing (i.e., registering) fluid meters and counting devices.  Examples of products made by these establishments are gas consumption meters, water consumption meters, parking meters, taxi meters, motor vehicle gauges, and fare collection equipment.

Cross-References. Establishments primarily engaged in--","Consumption meters (e.g., gas, water) manufacturing Controls, revolution and timing instruments, manufacturing Counter type registers manufacturing Counters (e.g., electrical, electronic, mechanical), totalizing, manufacturing Counters, revolution, manufacturing Counting devices manufacturing Electromechanical counters manufacturing Electronic totalizing counters manufacturing Fare collection equipment manufacturing Gasmeters, consumption registering, manufacturing Gasmeters, large capacity, domestic and industrial, manufacturing Gasoline dispensing meters (except pumps) manufacturing Gauges (e.g., oil pressure, water temperature, speedometer, tachometer), motor vehicle, manufacturing Gauges for computing pressure-temperature corrections manufacturing Impeller and counter driven flow meters manufacturing Instrument panels, assembling gauges made in the same establishment Integrating meters, nonelectric, manufacturing Linear counters manufacturing Liquid flow meters manufacturing Magnetic counters manufacturing Measuring wheels manufacturing Metering devices (except electrical and industrial process control) manufacturing Meters (except electrical and industrial process control) manufacturing Meters, parking, manufacturing Motor vehicle instruments (e.g., fuel level gauges, oil pressure, speedometers, tachometers, water temperature) manufacturing Parking meters manufacturing Pedometers manufacturing Positive displacement meters manufacturing Predetermined counters manufacturing Production counters manufacturing Propeller type meters with registers manufacturing Registers, linear tallying, manufacturing Rotary type meters, consumption registering, manufacturing Tally counters manufacturing Tallying meters (except clocks, electricity meters, watches) manufacturing Tank truck meters manufacturing Taximeters manufacturing Totalizing fluid meters manufacturing Totalizing meters (except aircraft), consumption registering, manufacturing Turbine meters, consumption registering, manufacturing Watermeters, consumption registering, manufacturing","Manufacturing integrating meters and counters for measuring the characteristics of electricity and electrical signals--are classified in U.S. Industry 334515, Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals; and Manufacturing instruments and devices that measure, display, or control (i.e., monitor or analyze) related industrial process variables--are classified in U.S. Industry 334513, Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables."
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,"This U.S. industry comprises establishments primarily engaged in manufacturing instruments for measuring and testing the characteristics of electricity and electrical signals.  Examples of products made by these establishments are circuit and continuity testers, voltmeters, ohm meters, wattmeters, multimeters, and semiconductor test equipment.

Cross-References.","Alternator and generator testers manufacturing Ampere-hour meters manufacturing Analyzers for testing electrical characteristics manufacturing Audiofrequency oscillators manufacturing Audiometers (except medical) manufacturing Automotive ammeters and voltmeters manufacturing Automotive electrical engine diagnostic equipment manufacturing Battery testers, electrical, manufacturing Bridges, electrical (e.g., Kelvin, megohm, vacuum tube, Wheatstone), manufacturing Circuit testers manufacturing Communications signal testing and evaluation equipment manufacturing Current measuring equipment manufacturing Decade boxes (i.e., capacitance, inductance, resistance) manufacturing Demand meters, electric, manufacturing Digital panel meters, electricity measuring, manufacturing Digital test equipment (e.g., electronic and electrical circuits and equipment testing) manufacturing Diode and transistor testers manufacturing Distortion meters and analyzers manufacturing Elapsed time meters, electronic, manufacturing Electrical network analyzers manufacturing Electrical power measuring equipment manufacturing Electricity and electrical signal measuring instruments manufacturing Electricity and electrical signal testing equipment manufacturing Electron tube test equipment manufacturing Electronic test equipment for testing electrical characteristics manufacturing Energy measuring equipment, electrical, manufacturing Field strength and intensity measuring equipment, electrical, manufacturing Frequency meters (e.g., electrical, electronic, mechanical) manufacturing Frequency synthesizers manufacturing Function generators manufacturing Galvanometers (except geophysical) manufacturing Graphic recording meters, electric, manufacturing Ignition testing instruments manufacturing Impedance measuring equipment manufacturing Indicating instruments, electric, manufacturing Instrument shunts manufacturing Instruments for measuring electrical quantities manufacturing Instruments, electric (i.e., testing electrical characteristics), manufacturing Integrated-circuit testers manufacturing Integrating electricity meters manufacturing Internal combustion engine analyzers (i.e., testing electrical characteristics) manufacturing Kelvin bridges (i.e., electrical measuring instruments) manufacturing Laboratory standards testing instruments (e.g., capacitance, electrical resistance, inductance) manufacturing Logic circuit testers manufacturing Measuring equipment for electronic and electrical circuits and equipment manufacturing Measuring instruments and meters, electric, manufacturing Meters, electrical (i.e., graphic recording, panelboard, pocket, portable), manufacturing Meters, power factor and phase angle, manufacturing Microwave test equipment manufacturing Multimeters manufacturing Ohmmeters manufacturing Oscillators (e.g., instrument type audiofrequency and radiofrequency) manufacturing Oscilloscopes manufacturing Phase angle meters manufacturing Portable test meters manufacturing Potentiometric instruments (except industrial process-type) manufacturing Power factor meters manufacturing Power measuring equipment, electrical, manufacturing Pulse (i.e., signal) generators manufacturing Radar testing instruments, electric, manufacturing Radiofrequency measuring equipment manufacturing Radiofrequency oscillators manufacturing Recorders, oscillographic, manufacturing Relays (except electrical, electronic), instrument, manufacturing Resistance measuring equipment manufacturing Semiconductor test equipment manufacturing Shunts, instrument, manufacturing Signal generators and averagers manufacturing Spark plug testing instruments, electric, manufacturing Spectrum analyzers manufacturing Standards and calibration equipment for electrical measuring manufacturing Standing wave ratio measuring equipment manufacturing Stroboscopes manufacturing Sweep generators manufacturing Sweep oscillators manufacturing Synchroscopes manufacturing Tachometer generators manufacturing Test equipment for electronic and electrical circuits and equipment manufacturing Test sets, ignition harness, manufacturing Voltmeters manufacturing Watt-hour and demand meters, combined, manufacturing Watt-hour and time switch meters, combined, manufacturing Watt-hour meters, electric, manufacturing Wattmeters manufacturing Waveform measuring and/or analyzing equipment manufacturing Wheatstone bridges (i.e., electrical measuring instruments) manufacturing X-Y recorders (i.e., plotters (except computer peripheral equipment)) manufacturing","Establishments primarily engaged in manufacturing electronic monitoring, evaluating, and other electronic support equipment for navigational, radar, and sonar systems are classified in U.S. Industry 334511, Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing."
334516,Analytical Laboratory Instrument Manufacturing ,"This U.S. industry comprises establishments primarily engaged in manufacturing instruments and instrumentation systems for laboratory analysis of the chemical or physical composition or concentration of samples of solid, fluid, gaseous, or composite material.

Cross-References. Establishments primarily engaged in--","Acidity (i.e., pH) measuring equipment, laboratory analysis-type, manufacturing Amino acid analyzers, laboratory-type, manufacturing Atomic force microscopes manufacturing Automatic chemical analyzers, laboratory-type, manufacturing Blood bank process equipment manufacturing Chromatographic instruments, laboratory-type, manufacturing Chronoscopes manufacturing Colorimeters, laboratory-type, manufacturing Coulometric analyzers, laboratory-type, manufacturing Densitometers, laboratory analytical, manufacturing Differential thermal analysis instruments, laboratory-type, manufacturing Electrolytic conductivity instruments, laboratory-type, manufacturing Electron microprobes, laboratory-type, manufacturing Electron microscopes manufacturing Electron paramagnetic spin-type apparatus manufacturing Electrophoresis instruments manufacturing Elemental analyzers manufacturing Flame photometers manufacturing Gas analyzers, laboratory-type, manufacturing Gas chromatographic instruments, laboratory-type, manufacturing Hematology instruments manufacturing Immunology instruments, laboratory, manufacturing Infrared analytical instruments, laboratory-type, manufacturing Laboratory analytical instruments (except optical) manufacturing Liquid chromatographic instruments, laboratory-type, manufacturing Magnetic resonance imaging (MRI) type apparatus (except medical diagnostic) manufacturing Mass spectrometers manufacturing Mass spectroscopy instrumentation manufacturing Microbiology instruments manufacturing Microprobes (e.g., electron, ion, laser, X-ray) manufacturing Microscopes, electron and proton, manufacturing Moisture analyzers, laboratory-type, manufacturing Monochrometers, laboratory-type, manufacturing Nanomanipulator equipment manufacturing Nanosensor instruments manufacturing Nephelometers (except meteorological) manufacturing Neutron activation analysis instruments manufacturing Osmometers manufacturing Particle beam excitation instruments, laboratory-type, manufacturing Particle size analyzers manufacturing Photometers (except photographic exposure meters) manufacturing Photonexcitation analyzers manufacturing Polariscopes manufacturing Polarizers manufacturing Polarographic equipment manufacturing Protein analyzers, laboratory-type, manufacturing Redox (i.e., oxidation-reduction potential) instruments manufacturing Refractometers, laboratory-type, manufacturing Resonance instruments (i.e., laboratory-type) manufacturing Sample analysis instruments (except medical) manufacturing Scanning tunneling microscopes manufacturing Specific ion measuring instruments, laboratory-type, manufacturing Spectrofluorometers manufacturing Spectrographs manufacturing Spectrometers (e.g., electron diffraction, mass, NMR, Raman) manufacturing Spectrophotometers (e.g., atomic absorption, atomic emission, flame, fluorescence, infrared, Raman, visible) manufacturing Surface area analyzers manufacturing Thermal analysis instruments, laboratory-type, manufacturing Thermal conductivity instruments and sensors manufacturing Thermogravimetric analyzers manufacturing Titrimeters manufacturing Turbidometers, laboratory-type, manufacturing Ultraviolet-type analytical instruments manufacturing","Manufacturing instruments for monitoring and analyzing continuous samples from medical patients--are classified in U.S. Industry 334510, Electromedical and Electrotherapeutic Apparatus Manufacturing; and Manufacturing instruments and related devices that measure, display, or control (i.e., monitor or analyze) industrial process variables--are classified in U.S. Industry 334513, Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables."
334517,Irradiation Apparatus Manufacturing ,"This U.S. industry comprises establishments primarily engaged in manufacturing irradiation apparatus and tubes for applications, such as medical diagnostic, medical therapeutic, industrial, research and scientific evaluation. Irradiation can take the form of beta-rays, gamma-rays, X-rays, or other ionizing radiation.
","Beta-ray irradiation equipment manufacturing Computerized axial tomography (CT/CAT) scanners manufacturing CT/CAT (computerized axial tomography) scanners manufacturing Fluoroscopes manufacturing Fluoroscopic X-ray apparatus and tubes manufacturing Gamma-ray irradiation equipment manufacturing Generators, X-ray, manufacturing Irradiation apparatus and tubes (e.g., industrial, medical diagnostic, medical therapeutic, research, scientific), manufacturing Irradiation equipment manufacturing Lamps, X-ray, manufacturing Medical radiation therapy equipment manufacturing Nuclear irradiation equipment manufacturing Radium equipment manufacturing Therapeutic X-ray apparatus and tubes (e.g., medical, industrial, research) manufacturing Tubes, X-ray, manufacturing X-ray apparatus and tubes (e.g., control, industrial, medical, research) manufacturing X-ray generators manufacturing X-ray irradiation equipment manufacturing X-ray tubes manufacturing",
334519,Other Measuring and Controlling Device Manufacturing ,"This U.S. industry comprises establishments primarily engaged in manufacturing measuring and controlling devices (except search, detection, navigation, guidance, aeronautical, and nautical instruments and systems; automatic environmental controls for residential, commercial, and appliance use; instruments for measurement, display, and control of industrial process variables; totalizing fluid meters and counting devices; instruments for measuring and testing electricity and electrical signals; analytical laboratory instruments; irradiation equipment; and electromedical and electrotherapeutic apparatus).

Illustrative Examples:

Aircraft engine instruments manufacturing
Automotive emissions testing equipment manufacturing
Clocks assembling
Meteorological instruments manufacturing
Physical properties testing and inspection equipment manufacturing
Polygraph machines manufacturing
Radiation detection and monitoring instruments manufacturing
Surveying instruments manufacturing
Thermometers, liquid-in-glass and bimetal types (except medical), manufacturing
Watches and parts (except crystals) manufacturing


Cross-References. Establishments primarily engaged in--","Abrasion testing machines manufacturing Accelerometers (except aerospace type) manufacturing Actinometers, meteorological, manufacturing Aircraft engine instruments manufacturing Alarm clocks manufacturing Alidades, surveying, manufacturing Appliance timers manufacturing Automotive emissions testing equipment manufacturing Barographs manufacturing Barometers manufacturing Ceilometers manufacturing Chains, surveyor's, manufacturing Chronographs manufacturing Chronometers manufacturing Clock materials and parts (except crystals) manufacturing Clock or watch springs, precision, made from purchased wire Clocks assembling Clocks assembling from purchased components Commercial timing mechanisms manufacturing Compasses, portable magnetic-type, manufacturing Count rate meters, nuclear radiation, manufacturing Dating devices and machines (except rubber stamps) manufacturing Detectors, scintillation, manufacturing Dosimetry devices manufacturing Drafting instruments manufacturing Dynamometers manufacturing Evaporation meters manufacturing Fatigue testing machines, industrial, mechanical, manufacturing Fire detector systems, nonelectric, manufacturing Fuel densitometers, aircraft engine, manufacturing Fuel mixture indicators, aircraft engine, manufacturing Fuel system instruments, aircraft, manufacturing Fuel totalizers, aircraft engine, manufacturing Galvanometers, geophysical, manufacturing Gas leak detectors manufacturing Geiger counters manufacturing Geophysical instruments manufacturing Hand stamps (e.g., date, time), timing mechanism operated, manufacturing Hardness testing equipment manufacturing Household-type timing mechanisms manufacturing Humidity instruments (except industrial process and air-conditioning type) manufacturing Hydrometers (except industrial process-type) manufacturing Hygrometers (except industrial process-type) manufacturing Hygrothermographs manufacturing Indicator testers, turntable, manufacturing Instrumentation for reactor controls, auxiliary, manufacturing Ion chambers manufacturing Kinematic test and measuring equipment manufacturing Leak detectors, water, manufacturing Level gauges, radiation-type, manufacturing Levels and tapes, surveying, manufacturing Lie detectors manufacturing Magnetometers manufacturing Mechanisms, clockwork operated device, manufacturing Metal detectors manufacturing Meteorologic tracking systems manufacturing Meteorological instruments manufacturing Modules for clocks and watches manufacturing Movements, watch or clock, manufacturing Nephoscopes manufacturing Nuclear instrument modules manufacturing Physical properties testing and inspection equipment manufacturing Pitometers manufacturing Polygraph machines manufacturing Pressure and vacuum indicators, aircraft engine, manufacturing Pressure transducers manufacturing Pulse analyzers, nuclear monitoring, manufacturing Pyrheliometers manufacturing RADIAC (radioactivity detection, identification, and computation) equipment manufacturing Radiation detection and monitoring instruments manufacturing Radioactivity detection, identification, and computation (RADIAC) equipment manufacturing Rain gauges manufacturing Rods, surveyor's, manufacturing Rules, slide, manufacturing Sample changers, nuclear radiation, manufacturing Scalers, nuclear radiation, manufacturing Scintillation detectors manufacturing Seismographs manufacturing Seismometers manufacturing Seismoscopes manufacturing Sextants, surveying, manufacturing Solarimeters manufacturing Spectrometers (e.g., liquid scintillation, nuclear) manufacturing Springs, clock and watch, made from purchased wire Surveying instruments manufacturing Tapes, surveyor's, manufacturing Templates, drafting, manufacturing Tensile strength testing equipment manufacturing Testers for checking hydraulic controls on aircraft manufacturing Testing equipment (e.g., abrasion, shearing strength, tensile strength, torsion) manufacturing Theodolites, surveying, manufacturing Thermocouples (except industrial process, aircraft type, glass vacuum) manufacturing Thermometer, liquid-in-glass and bimetal types (except medical), manufacturing Thickness gauging instruments, ultrasonic, manufacturing Thrust power indicators, aircraft engine, manufacturing Time clocks and time recording devices manufacturing Time locks manufacturing Time stamps containing clock mechanisms manufacturing Timers for industrial use, clockwork mechanism, manufacturing Timing mechanisms, clockwork, manufacturing Torsion testing equipment manufacturing Transducers, pressure, manufacturing Transits, surveying, manufacturing T-squares (drafting) manufacturing Ultrasonic testing equipment (except medical) manufacturing Vibration meters, analyzers, and calibrators, manufacturing Viscosimeters (except industrial process type) manufacturing Wall clocks manufacturing Watch jewels manufacturing Watchcase manufacturing Watches and parts (except crystals) manufacturing Water leak detectors manufacturing Weather tracking equipment manufacturing Whole body counters, nuclear, manufacturing Wind direction indicators manufacturing","Manufacturing medical thermometers--are classified in U.S. Industry 339112, Surgical and Medical Instrument Manufacturing; Manufacturing search, detection, navigation, guidance, aeronautical, and nautical systems and instruments--are classified in U.S. Industry 334511, Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing; Manufacturing automatic controls and regulators for applications, such as heating, air-conditioning, refrigeration and appliances--are classified in U.S. Industry 334512, Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use; Manufacturing instruments and related devices that measure, display, or control (i.e., monitor or analyze) industrial process variables--are classified in U.S. Industry 334513, Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables; Manufacturing totalizing (i.e., registering) fluid meters and counting devices, including motor vehicle gauges--are classified in U.S. Industry 334514, Totalizing Fluid Meter and Counting Device Manufacturing; Manufacturing instruments for measuring and testing the characteristics of electricity and electrical signals--are classified in U.S. Industry 334515, Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals; Manufacturing instruments for laboratory analysis of the physical composition or concentration of samples of solid, fluid, gaseous, or composite materials--are classified in U.S. Industry 334516, Analytical Laboratory Instrument Manufacturing; Manufacturing X-ray apparatus, tubes, or related irradiation apparatus--are classified in U.S. Industry 334517, Irradiation Apparatus Manufacturing; Manufacturing electromedical and electrotherapeutic apparatus--are classified in U.S. Industry 334510, Electromedical and Electrotherapeutic Apparatus Manufacturing; Manufacturing glass watch and clock crystals--are classified in Industry 32721, Glass and Glass Product Manufacturing; Manufacturing plastics watch and clock crystals--are classified in U.S. Industry 326199, All Other Plastics Product Manufacturing; and Manufacturing timing relays--are classified in U.S. Industry 335314, Relay and Industrial Control Manufacturing."
334613,Blank Magnetic and Optical Recording Media Manufacturing ,"This U.S. industry comprises establishments primarily engaged in manufacturing blank magnetic and optical recording media, such as blank magnetic tape, blank diskettes, blank optical discs, hard drive media, and blank magnetic tape cassettes.

Cross-References.","Audiotape, blank, manufacturing Blank tapes, audio and video, manufacturing Compact discs, recordable or rewritable, blank, manufacturing Computer software tapes and disks, blank, rigid and floppy, manufacturing Diskettes, blank, manufacturing Hard drive media manufacturing Head cleaners for magnetic tape equipment, manufacturing Magnetic and optical media, blank, manufacturing Magnetic recording media for tapes, cassettes, and disks, manufacturing Magnetic tapes, cassettes and disks, blank, manufacturing Tapes, magnetic recording (i.e., audio, data, video), blank, manufacturing Video cassettes, blank, manufacturing Video tapes, blank, manufacturing","Establishments primarily engaged in mass reproducing computer software and other audio and video material are classified in U.S. Industry 334614, Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing."
334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing ","This U.S. industry comprises establishments primarily engaged in mass reproducing computer software or other prerecorded audio and video material on magnetic or optical media, such as CD-ROMs, DVDs, tapes, or cartridges.  These establishments do not generally develop any software or produce any audio or video content.  This industry includes establishments that mass reproduce game CDs and cartridges.

Cross-References. Establishments primarily engaged in--","Cassette tapes, prerecorded audio, mass reproducing CD-ROM, software, mass reproducing Compact discs (i.e., CD-ROM), software, mass reproducing Compact discs, prerecorded audio, mass reproducing Game cartridge software, mass reproducing Games, computer software, mass reproducing Laser disks, prerecorded video, mass reproducing Phonograph records manufacturing Prepackaged software, mass reproducing Prerecorded magnetic audio tapes and cassettes mass reproducing Software, packaged, mass reproducing Video cassettes, prerecorded, mass reproducing Video tape or disk mass reproducing","Designing, developing, and publishing prepackaged software--are classified in Industry 511210, Software Publishers; Audio, motion picture, and/or video production and/or distribution--are classified in Subsector 512, Motion Picture and Sound Recording Industries; and Manufacturing blank audio and video tapes, blank diskettes, and blank optical discs--are classified in U.S. Industry 334613, Blank Magnetic and Optical Recording Media Manufacturing."
335110,Electric Lamp Bulb and Part Manufacturing,"This industry comprises establishments primarily engaged in manufacturing electric light bulbs and tubes, and parts and components (except glass blanks for electric light bulbs).

Cross-References. Establishments primarily engaged in--","Automotive light bulbs manufacturing Bulbs, electric light, complete, manufacturing Coating purchased light bulbs Cold cathode fluorescent lamp tubes manufacturing Compact fluorescent light bulbs manufacturing Decorative lamp bulbs manufacturing Electric lamp bulb parts (except glass blanks) manufacturing Electric lamps (i.e., light bulbs) manufacturing Electric light bulbs, complete, manufacturing Electrodes, cold cathode fluorescent lamp, manufacturing Electrotherapeutic lamp bulbs for ultraviolet and infrared radiation manufacturing Filaments for electric lamp bulbs manufacturing Flash bulbs, photographic, manufacturing Flashlight bulb manufacturing Fluorescent lamp electrodes, cold cathode, manufacturing Fluorescent lamp tubes, electric, manufacturing Glow lamp bulbs manufacturing Halogen light bulbs manufacturing Health lamp bulbs, infrared and ultraviolet radiation, manufacturing High intensity lamp bulbs manufacturing Incandescent filament lamp bulbs, complete, manufacturing Infrared lamp bulbs manufacturing Lamp bulb parts (except glass blanks), electric, manufacturing Lamp bulbs and tubes, electric (i.e., fluorescent, incandescent filament, vapor), manufacturing Lamp bulbs and tubes, health, infrared and ultraviolet radiation, manufacturing Lead-in wires, electric lamp, made from purchased wire Light bulbs manufacturing Light bulbs, sealed beam automotive, manufacturing Mercury halide lamp bulbs manufacturing Photoflash and photoflood lamp bulbs and tubes manufacturing Sealed beam automotive light bulbs manufacturing Sodium vapor lamp bulbs manufacturing Strobotrons manufacturing Ultraviolet lamp bulbs manufacturing Vapor lamps, electric, manufacturing X-mas tree light bulbs manufacturing","Manufacturing glass blanks for electric light bulbs--are classified in U.S. Industry 327212, Other Pressed and Blown Glass and Glassware Manufacturing; Manufacturing vehicular lighting fixtures--are classified in Industry 336320, Motor Vehicle Electrical and Electronic Equipment Manufacturing; Manufacturing light emitting diodes (LEDs)--are classified in U.S. Industry 334413, Semiconductor and Related Device Manufacturing; and Manufacturing other lighting fixtures (except vehicular)--are classified in Industry 33512, Lighting Fixture Manufacturing."
335121,Residential Electric Lighting Fixture Manufacturing ,"This U.S. industry comprises establishments primarily engaged in manufacturing fixed or portable residential electric lighting fixtures and lamp shades of metal, paper, or textiles.  Residential electric lighting fixtures include those for use both inside and outside the residence.

Illustrative Examples:

Ceiling lighting fixtures, residential, manufacturing
Chandeliers, residential, manufacturing
Table lamps (i.e., lighting fixtures) manufacturing


Cross-References. Establishments primarily engaged in--","Boudoir lamp fixtures manufacturing Ceiling lighting fixtures, residential, manufacturing Chandeliers, residential, manufacturing Decorative area lighting fixtures, residential, manufacturing Desk lamps, residential, electric, manufacturing Floor lamps (i.e., lighting fixtures), residential, manufacturing Fluorescent lighting fixtures, residential, manufacturing Grow light fixtures, residential, electric, manufacturing Lamp shades (except glass, plastics), residential, manufacturing Lamps (i.e., lighting fixtures), residential, electric, manufacturing Lighting fixtures, residential electric, manufacturing Low voltage lighting equipment, residential, electric, manufacturing Pendant lamps fixtures, residential electric, manufacturing Recessed lighting housings and trim, residential electric, manufacturing Shades, lamp (except glass, plastics), residential-type, manufacturing Solar lighting fixtures, residential, electric, manufacturing Table lamps (i.e., lighting fixtures) manufacturing Track lighting fixtures and equipment, residential, electric, manufacturing Wall lamps (i.e., lighting fixtures), residential electric, manufacturing Yard lights, residential electric, manufacturing","Manufacturing glassware for residential lighting fixtures--are classified in Industry 32721, Glass and Glass Product Manufacturing; Manufacturing plastics lamp shades--are classified in U.S. Industry 326199, All Other Plastics Product Manufacturing; Manufacturing electric light bulbs, tubes, and parts--are classified in Industry 335110, Electric Lamp Bulb and Part Manufacturing; Manufacturing ceiling fans or bath fans with integrated lighting fixtures--are classified in Industry 335210, Small Electrical Appliance Manufacturing; Manufacturing current-carrying wiring devices for lighting fixtures--are classified in U.S. Industry 335931, Current-Carrying Wiring Device Manufacturing; Manufacturing commercial, industrial, and institutional electric lighting fixtures--are classified in U.S. Industry 335122, Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing; and Manufacturing other lighting fixtures, such as street lights (except traffic signals), flashlights, and nonelectric lighting fixtures--are classified in U.S. Industry 335129, Other Lighting Equipment Manufacturing."
