"id"	"title"
"D06P"	"DYEING OR PRINTING TEXTILES; DYEING LEATHER, FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM"
"D06Q"	"DECORATING TEXTILES "
"D07B"	"ROPES OR CABLES IN GENERAL "
"D10B"	"INDEXING SCHEME ASSOCIATED WITH SUBLASSES OF SECTION D, RELATING TO TEXTILES"
"D21B"	"FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT"
"D21C"	"PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE-CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR"
"D21D"	"TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE"
"D21F"	"PAPER-MAKING MACHINES; METHODS OF PRODUCING PAPER THEREON"
"D21G"	"CALENDERS; ACCESSORIES FOR PAPER-MAKING MACHINES "
"D21H"	"PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES D21C OR D21D; IMPREGNATING OR COATING OF PAPER; TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS B31 OR SUBCLASS D21G; PAPER NOT OTHERWISE PROVIDED FOR"
"D21J"	"FIBREBOARD; MANUFACTURE OF ARTICLES FROM CELLULOSIC FIBROUS SUSPENSIONS OR FROM PAPIER-MACHE "
"D99Z"	"SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION"
"E01B"	"PERMANENT WAY; PERMANENT-WAY TOOLS; MACHINES FOR MAKING RAILWAYS OF ALL KINDS "
"E01C"	"CONSTRUCTION OF, OR SURFACES FOR, ROADS, SPORTS GROUNDS, OR THE LIKE; MACHINES OR AUXILIARY TOOLS FOR CONSTRUCTION OR REPAIR "
"E01D"	"CONSTRUCTION OF BRIDGES, ; ELEVATED ROADWAYS;  OR VIADUCTS; ASSEMBLY OF BRIDGES "
"E01F"	"ADDITIONAL WORK, SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS, HELICOPTER LANDING STAGES, SIGNS, SNOW FENCES, OR THE LIKE"
"E01H"	"STREET CLEANING; CLEANING OF PERMANENT WAYS; CLEANING BEACHES; DISPERSING ; OR PREVENTING;  FOG IN GENERAL ; CLEANING STREET OR RAILWAY FURNITURE OR TUNNEL WALLS"
"E02B"	"HYDRAULIC ENGINEERING "
"E02C"	"SHIP-LIFTING DEVICES OR MECHANISMS"
"E02D"	"FOUNDATIONS; EXCAVATIONS; EMBANKMENTS ; UNDERGROUND OR UNDERWATER STRUCTURES "
"E02F"	"DREDGING; SOIL-SHIFTING "
"E03B"	"INSTALLATIONS OR METHODS FOR OBTAINING, COLLECTING, OR DISTRIBUTING WATER "
"E03C"	"DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER ; SINKS"
"E03D"	"WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES; FLUSHING VALVES THEREFOR"
"E03F"	"SEWERS; CESSPOOLS"
"E04B"	"GENERAL BUILDING CONSTRUCTIONS; WALLS, e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS "
"E04C"	"STRUCTURAL ELEMENTS; BUILDING MATERIALS "
"E04D"	"ROOF COVERINGS; SKY-LIGHTS; GUTTERS; ROOF-WORKING TOOLS "
"E04F"	"FINISHING WORK ON BUILDINGS, e.g. STAIRS, FLOORS "
"E04G"	"SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR AIDS, OR THEIR USE; HANDLING BUILDING MATERIALS ON THE SITE; REPAIRING, BREAKING-UP OR OTHER WORK ON EXISTING BUILDINGS"
"E04H"	"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL "
"E05B"	"LOCKS; ACCESSORIES THEREFOR; HANDCUFFS"
"E05C"	"BOLTS OR FASTENING DEVICES FOR WINGS, SPECIALLY FOR DOORS OR WINDOWS "
"E05D"	"HINGES OR SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS "
"E05F"	"DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION; CHECKS FOR WINGS; WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING"
"E05G"	"SAFES OR STRONG-ROOMS FOR VALUABLES; BANK PROTECTION DEVICES; SAFETY TRANSACTION PARTITIONS "
"E05Y"	"INDEXING SCHEME RELATING TO HINGES OR OTHER SUSPENSION DEVICES FOR DOORS, WINDOWS OR WINGS AND DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION, CHECKS FOR WINGS AND WING FITTINGS NOT OTHERWISE PROVIDED FOR, CONCERNED WITH THE FUNCTIONING OF THE WING"
"E06B"	"FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS, VEHICLES, FENCES OR LIKE ENCLOSURES IN GENERAL, e.g. DOORS, WINDOWS, BLINDS, GATES "
"E06C"	"LADDERS "
"E21B"	"EARTH DRILLING, e.g. DEEP DRILLING ; OBTAINING OIL, GAS, WATER, SOLUBLE OR MELTABLE MATERIALS OR A SLURRY OF MINERALS FROM WELLS"
"E21C"	"MINING OR QUARRYING"
"E21D"	"SHAFTS; TUNNELS; GALLERIES; LARGE UNDERGROUND CHAMBERS "
"E21F"	"SAFETY DEVICES, TRANSPORT, FILLING-UP, RESCUE, VENTILATION, OR DRAINING IN OR OF MINES OR TUNNELS"
"E99Z"	"SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION"
"F01B"	"MACHINES OR ENGINES, IN GENERAL OR OF POSITIVE-DISPLACEMENT TYPE, e.g. STEAM ENGINES "
"F01C"	"ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES "
"F01D"	"NON-POSITIVE DISPLACEMENT MACHINES OR ENGINES, e.g. STEAM TURBINES "
"F01K"	"STEAM ENGINE PLANTS; STEAM ACCUMULATORS; ENGINE PLANTS NOT OTHERWISE PROVIDED FOR; ENGINES USING SPECIAL WORKING FLUIDS OR CYCLES "
"F01L"	"CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES"
"F01M"	"LUBRICATING OF MACHINES OR ENGINES IN GENERAL; LUBRICATING INTERNAL COMBUSTION ENGINES; CRANKCASE VENTILATING"
"F01N"	"GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL COMBUSTION ENGINES "
"F01P"	"COOLING OF MACHINES OR ENGINES IN GENERAL; COOLING OF INTERNAL-COMBUSTION ENGINES "
"F02B"	"INTERNAL-COMBUSTION PISTON ENGINES; COMBUSTION ENGINES IN GENERAL "
"F02C"	"GAS-TURBINE PLANTS; AIR INTAKES FOR JET-PROPULSION PLANTS; CONTROLLING FUEL SUPPLY IN AIR-BREATHING JET-PROPULSION PLANTS "
"F02D"	"CONTROLLING COMBUSTION ENGINES "
"F02F"	"CYLINDERS, PISTONS OR CASINGS, FOR COMBUSTION ENGINES; ARRANGEMENTS OF SEALINGS IN COMBUSTION ENGINES"
"F02G"	"HOT GAS OR COMBUSTION-PRODUCT POSITIVE-DISPLACEMENT ENGINE PLANTS ; USE OF WASTE HEAT OF COMBUSTION ENGINES; NOT OTHERWISE PROVIDED FOR"
"F02K"	"JET-PROPULSION PLANTS "
"F02M"	"SUPPLYING COMBUSTION ENGINES IN GENERAL WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF"
"F02N"	"STARTING OF COMBUSTION ENGINES; STARTING AIDS FOR SUCH ENGINES, NOT OTHERWISE PROVIDED FOR"
"F02P"	"IGNITION, OTHER THAN COMPRESSION IGNITION, FOR INTERNAL-COMBUSTION ENGINES; TESTING OF IGNITION TIMING IN COMPRESSION-IGNITION ENGINES "
"F03B"	"MACHINES OR ENGINES FOR LIQUIDS "
"F03C"	"POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS "
"F03D"	"WIND MOTORS"
"F03G"	"SPRING, WEIGHT, INERTIA OR LIKE MOTORS; MECHANICAL-POWER PRODUCING DEVICES OR MECHANISMS, NOT OTHERWISE PROVIDED FOR OR USING ENERGY SOURCES NOT OTHERWISE PROVIDED FOR "
"F03H"	"PRODUCING A REACTIVE PROPULSIVE THRUST, NOT OTHERWISE PROVIDED FOR "
"F04B"	"POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS; PUMPS "
"F04C"	"ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT MACHINES FOR LIQUIDS ; ROTARY-PISTON, OR OSCILLATING-PISTON, POSITIVE-DISPLACEMENT PUMPS"
"F04D"	"NON-POSITIVE-DISPLACEMENT PUMPS "
"F04F"	"PUMPING OF FLUID BY DIRECT CONTACT OF ANOTHER FLUID OR BY USING INERTIA OF FLUID TO BE PUMPED ; SIPHONS "
"F05B"	"INDEXING SCHEME RELATING TO WIND, SPRING, WEIGHT, INERTIA OR LIKE MOTORS, TO MACHINES OR ENGINES FOR LIQUIDS COVERED BY SUBCLASSES F03B, F03D AND F03G"
"F05C"	"INDEXING SCHEME RELATING TO MATERIALS, MATERIAL PROPERTIES OR MATERIAL CHARACTERISTICS FOR MACHINES, ENGINES OR PUMPS OTHER THAN NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES"
"F05D"	"INDEXING SCHEME FOR ASPECTS RELATING TO NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES, GAS-TURBINES OR JET-PROPULSION PLANTS"
"F15B"	"SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL; FLUID-PRESSURE ACTUATORS, e.g. SERVOMOTORS; DETAILS OF FLUID-PRESSURE SYSTEMS, NOT OTHERWISE PROVIDED FOR"
"F15C"	"FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES "
"F15D"	"FLUID DYNAMICS, i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS "
"F16B"	"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS, WEDGES, JOINTS OR JOINTING "
"F16C"	"SHAFTS; FLEXIBLE SHAFTS; ELEMENTS OR CRANKSHAFT MECHANISMS; ROTARY BODIES OTHER THAN GEARING ELEMENTS; BEARINGS"
"F16D"	"COUPLINGS FOR TRANSMITTING ROTATION; CLUTCHES; BRAKES"
"F16F"	"SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION"
"F16G"	"BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES; CHAINS; FITTINGS PREDOMINANTLY USED THEREFOR"
"F16H"	"GEARING"
"F16J"	"PISTONS ; CYLINDERS; SEALINGS"
"F16K"	"VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING "
"F16L"	"PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES, CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL"
"F16M"	"FRAMES, CASINGS OR BEDS OF ENGINES, MACHINES OR APPARATUS, NOT SPECIFIC TO ENGINES, MACHINES OR APPARATUS PROVIDED FOR ELSEWHERE; STANDS; SUPPORTS"
"F16N"	"LUBRICATING"
"F16P"	"SAFETY DEVICES IN GENERAL; ; SAFETY DEVICES FOR PRESSES"
"F16S"	"CONSTRUCTIONAL ELEMENTS IN GENERAL; STRUCTURES BUILT-UP FROM SUCH ELEMENTS, IN GENERAL"
"F16T"	"STEAM TRAPS OR LIKE APPARATUS FOR DRAINING-OFF LIQUIDS FROM ENCLOSURES PREDOMINANTLY CONTAINING GASES OR VAPOURS"
"F17B"	"GAS-HOLDERS OF VARIABLE CAPACITY "
"F17C"	"VESSELS FOR CONTAINING OR STORING COMPRESSED, LIQUEFIED OR SOLIDIFIED GASES; FIXED-CAPACITY GAS-HOLDERS; FILLING VESSELS WITH, OR DISCHARGING FROM VESSELS, COMPRESSED, LIQUEFIED, OR SOLIDIFIED GASES "
"F17D"	"PIPE-LINE SYSTEMS; PIPE-LINES "
"F21H"	"INCANDESCENT MANTLES; OTHER INCANDESCENT BODIES HEATED BY COMBUSTION"
"F21K"	"NON-ELECTRIC LIGHT SOURCES USING LUMINESCENCE; LIGHT SOURCES USING ELECTROCHEMILUMINESCENCE; LIGHT SOURCES USING CHARGES OF COMBUSTIBLE MATERIAL; LIGHT SOURCES USING SEMICONDUCTOR DEVICES AS LIGHT-GENERATING ELEMENTS; LIGHT SOURCES NOT OTHERWISE PROVIDED FOR"
"F21L"	"LIGHTING DEVICES OR SYSTEMS THEREOF, BEING PORTABLE OR SPECIALLY ADAPTED FOR TRANSPORTATION"
"F21S"	"NON-PORTABLE LIGHTING DEVICES; SYSTEMS THEREOF; VEHICLE LIGHTING DEVICES SPECIALLY ADAPTED FOR VEHICLE EXTERIORS"
"F21V"	"FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES, NOT OTHERWISE PROVIDED FOR"
"F21W"	"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K, F21L, F21S and F21V, RELATING TO USES OR APPLICATIONS OF LIGHTING DEVICES OR SYSTEMS"
"F21Y"	"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES F21K, F21L, F21S and F21V, RELATING TO THE FORM OR THE KIND OF THE LIGHT SOURCES OR OF THE COLOUR OF THE LIGHT EMITTED"
"F22B"	"METHODS OF STEAM GENERATION; STEAM BOILERS "
"F22D"	"PREHEATING, OR ACCUMULATING PREHEATED, FEED-WATER FOR STEAM GENERATION; FEED-WATER SUPPLY FOR STEAM GENERATION; CONTROLLING WATER LEVEL FOR STEAM GENERATION; AUXILIARY DEVICES FOR PROMOTING WATER CIRCULATION WITHIN STEAM BOILERS"
"F22G"	"SUPERHEATING OF STEAM "
"F23B"	"METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL "
"F23C"	"METHODS OR APPARATUS FOR COMBUSTION USING FLUID FUEL OR SOLID FUEL SUSPENDED IN  ; A CARRIER GAS OR;  AIR  "
"F23D"	"BURNERS"
"F23G"	"CREMATION FURNACES; CONSUMING WASTE PRODUCTS BY COMBUSTION"
"F23H"	"GRATES ; CLEANING OR RAKING GRATES"
"F23J"	"REMOVAL OR TREATMENT OF COMBUSTION PRODUCTS OR COMBUSTION RESIDUES; FLUES  "
"F23K"	"FEEDING FUEL TO COMBUSTION APPARATUS "
"F23L"	"SUPPLYING AIR OR NON-COMBUSTIBLE LIQUIDS OR GASES TO COMBUSTION APPARATUS IN GENERAL  ; VALVES OR DAMPERS SPECIALLY ADAPTED FOR CONTROLLING AIR SUPPLY OR DRAUGHT IN COMBUSTION APPARATUS ; INDUCING DRAUGHT IN COMBUSTION APPARATUS; TOPS FOR CHIMNEYS OR VENTILATING SHAFTS; TERMINALS FOR FLUES"
"F23M"	"CASINGS, LININGS, WALLS OR DOORS SPECIALLY ADAPTED FOR COMBUSTION CHAMBERS, e.g. FIREBRIDGES; DEVICES FOR DEFLECTING AIR, FLAMES OR COMBUSTION PRODUCTS IN COMBUSTION CHAMBERS; SAFETY ARRANGEMENTS SPECIALLY ADAPTED FOR COMBUSTION APPARATUS; DETAILS OF COMBUSTION CHAMBERS, NOT OTHERWISE PROVIDED FOR"
"F23N"	"REGULATING OR CONTROLLING COMBUSTION "
"F23Q"	"IGNITION ; EXTINGUISHING-DEVICES"
"F23R"	"GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY, e.g. GAS-TURBINE COMBUSTION CHAMBERS "
"F24B"	"DOMESTIC STOVES OR RANGES FOR SOLID FUELS ; IMPLEMENTS FOR USE IN CONNECTION WITH STOVES OR RANGES"
"F24C"	"DOMESTIC STOVES OR RANGES  ; DETAILS OF DOMESTIC STOVES OR RANGES, OF GENERAL APPLICATION"
"F24D"	"DOMESTIC- OR SPACE-HEATING SYSTEMS, e.g. CENTRAL HEATING SYSTEMS; DOMESTIC HOT-WATER SUPPLY SYSTEMS; ELEMENTS OR COMPONENTS THEREFOR "
"F24F"	"AIR-CONDITIONING; AIR-HUMIDIFICATION; VENTILATION; USE OF AIR CURRENTS FOR SCREENING "
"F24H"	"FLUID HEATERS, e.g. WATER OR AIR HEATERS, HAVING HEAT GENERATING MEANS, IN GENERAL "
"F24S"	"SOLAR HEAT COLLECTORS; SOLAR HEAT SYSTEMS "
"F24T"	"GEOTHERMAL COLLECTORS; GEOTHERMAL SYSTEMS"
"F24V"	"COLLECTION, PRODUCTION OR USE OF HEAT NOT OTHERWISE PROVIDED FOR"
"F25B"	"REFRIGERATION MACHINES, PLANTS OR SYSTEMS; COMBINED HEATING AND REFRIGERATION SYSTEMS; HEAT-PUMP SYSTEMS "
"F25C"	"PRODUCING, WORKING OR HANDLING ICE"
"F25D"	"REFRIGERATORS; COLD ROOMS; ICE-BOXES; COOLING OR FREEZING APPARATUS NOT OTHERWISE PROVIDED FOR "
"F25J"	"LIQUEFACTION, SOLIDIFICATION OR SEPARATION OF GASES OR GASEOUS ; OR LIQUEFIED GASEOUS;  MIXTURES BY PRESSURE AND COLD TREATMENT ; OR BY BRINGING THEM INTO THE SUPERCRITICAL STATE "
"F26B"	"DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM "
"F27B"	"FURNACES, KILNS, OVENS, OR RETORTS IN GENERAL; OPEN SINTERING OR LIKE APPARATUS"
"F27D"	"DETAILS OR ACCESSORIES OF FURNACES, KILNS, OVENS, OR RETORTS, IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE "
"F27M"	"INDEXING SCHEME RELATING TO ASPECTS OF THE CHARGES OR FURNACES, KILNS, OVENS OR RETORTS"
"F28B"	"STEAM OR VAPOUR CONDENSERS "
"F28C"	"HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION "
"F28D"	"HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT "
"F28F"	"DETAILS OF HEAT-EXCHANGE AND HEAT-TRANSFER APPARATUS, OF GENERAL APPLICATION "
"F28G"	"CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS, e.g. WATER TUBES OR BOILERS "
"F41A"	"FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE, e.g. CANNONS; MOUNTINGS FOR SMALLARMS OR ORDNANCE"
"F41B"	"WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE; WEAPONS NOT OTHERWISE PROVIDED FOR "
"F41C"	"SMALLARMS, e.g. PISTOLS, RIFLES ; ACCESSORIES THEREFOR"
"F41F"	"APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS, e.g. CANNONS ; LAUNCHERS FOR ROCKETS OR TORPEDOES; HARPOON GUNS "
"F41G"	"WEAPON SIGHTS; AIMING "
"F41H"	"ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE, e.g. CAMOUFLAGE, IN GENERAL"
"F41J"	"TARGETS; TARGET RANGES; BULLET CATCHERS "
"F42B"	"EXPLOSIVE CHARGES, e.g. FOR BLASTING, FIREWORKS, AMMUNITION "
"F42C"	"AMMUNITION FUZES ; ARMING OR SAFETY MEANS THEREFOR "
"F42D"	"BLASTING "
"F99Z"	"SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION"
"G01B"	"MEASURING LENGTH, THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS"
"G01C"	"MEASURING DISTANCES, LEVELS OR BEARINGS; SURVEYING; NAVIGATION; GYROSCOPIC INSTRUMENTS; PHOTOGRAMMETRY OR VIDEOGRAMMETRY "
"G01D"	"MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED IN A SINGLE OTHER SUBCLASS; TARIFF METERING APPARATUS; MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR"
"G01F"	"MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL; METERING BY VOLUME"
"G01G"	"WEIGHING "
"G01H"	"MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC, SONIC OR INFRASONIC WAVES"
"G01J"	"MEASUREMENT OF INTENSITY, VELOCITY, SPECTRAL CONTENT, POLARISATION, PHASE OR PULSE CHARACTERISTICS OF INFRA-RED, VISIBLE OR ULTRA-VIOLET LIGHT; COLORIMETRY; RADIATION PYROMETRY "
"G01K"	"MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR "
"G01L"	"MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE "
"G01M"	"TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES; TESTING OF STRUCTURES OR APPARATUS, NOT OTHERWISE PROVIDED FOR"
"G01N"	"INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES "
"G01P"	"MEASURING LINEAR OR ANGULAR SPEED, ACCELERATION, DECELERATION, OR SHOCK; INDICATING PRESENCE, ABSENCE, OR DIRECTION, OF MOVEMENT "
"G01Q"	"SCANNING-PROBE TECHNIQUES OR APPARATUS; APPLICATIONS OF SCANNING-PROBE TECHNIQUES, e.g. SCANNING PROBE MICROSCOPY [SPM]"
"G01R"	"MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES "
"G01S"	"RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES"
"G01T"	"MEASUREMENT OF NUCLEAR OR X-RADIATION "
"G01V"	"GEOPHYSICS; GRAVITATIONAL MEASUREMENTS; DETECTING MASSES OR OBJECTS; TAGS "
"G01W"	"METEOROLOGY "
"G02B"	"OPTICAL ELEMENTS, SYSTEMS, OR APPARATUS "
"G02C"	"SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES "
"G02F"	"DEVICES OR ARRANGEMENTS, THE OPTICAL OPERATION OF WHICH IS MODIFIED BY CHANGING THE OPTICAL PROPERTIES OF THE MEDIUM OF THE DEVICES OR ARRANGEMENTS FOR THE CONTROL OF THE INTENSITY, COLOUR, PHASE, POLARISATION OR DIRECTION OF LIGHT, e.g. SWITCHING, GATING, MODULATING OR DEMODULATING; TECHNIQUES OR PROCEDURES FOR THE OPERATION THEREOF; FREQUENCY-CHANGING; NON-LINEAR OPTICS; OPTICAL LOGIC ELEMENTS; OPTICAL ANALOGUE/DIGITAL CONVERTERS"
"G03B"	"APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM; APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ACCESSORIES THEREFOR "
"G03C"	"PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES ; PHOTOGRAPHIC PROCESSES, e.g. CINE, X-RAY, COLOUR, STEREO-PHOTOGRAPHIC PROCESSES; AUXILIARY PROCESSES IN PHOTOGRAPHY "
"G03D"	"APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS ; ACCESSORIES THEREFOR "
"G03F"	"PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR; "
"G03G"	"ELECTROGRAPHY; ELECTROPHOTOGRAPHY; MAGNETOGRAPHY "
"G03H"	"HOLOGRAPHIC PROCESSES OR APPARATUS "
"G04B"	"MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME PIECES USING THE POSITION OF THE SUN, MOON OR STARS "
"G04C"	"ELECTROMECHANICAL CLOCKS OR WATCHES "
"G04D"	"APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES"
"G04F"	"TIME-INTERVAL MEASURING "
"G04G"	"ELECTRONIC TIME-PIECES"
"G04R"	"RADIO-CONTROLLED TIME-PIECES"
"G05B"	"CONTROL OR REGULATING SYSTEMS IN GENERAL; FUNCTIONAL ELEMENTS OF SUCH SYSTEMS; MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS "
"G05D"	"SYSTEMS FOR CONTROLLING OR REGULATING NON-ELECTRIC VARIABLES "
"G05F"	"SYSTEMS FOR REGULATING ELECTRIC OR MAGNETIC VARIABLES "
"G05G"	"CONTROL DEVICES OR SYSTEMS INSOFAR AS CHARACTERISED BY MECHANICAL FEATURES ONLY "
"G06C"	"DIGITAL COMPUTERS IN WHICH ALL THE COMPUTATION IS EFFECTED MECHANICALLY "
"G06D"	"DIGITAL FLUID-PRESSURE COMPUTING DEVICES"
"G06E"	"OPTICAL COMPUTING DEVICES; ; COMPUTING DEVICES USING OTHER RADIATIONS WITH SIMILAR PROPERTIES"
"G06F"	"ELECTRIC DIGITAL DATA PROCESSING "
"G06G"	"ANALOGUE COMPUTERS "
"G06J"	"HYBRID COMPUTING ARRANGEMENTS "
"G06K"	"RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS"
"G06M"	"COUNTING MECHANISMS; COUNTING OF OBJECTS NOT OTHERWISE PROVIDED FOR "
"G06N"	"COMPUTER SYSTEMS BASED ON SPECIFIC COMPUTATIONAL MODELS"
"G06Q"	"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR"
"G06T"	"IMAGE DATA PROCESSING OR GENERATION, IN GENERAL"
"G07B"	"TICKET-ISSUING APPARATUS; FARE-REGISTERING APPARATUS; FRANKING APPARATUS"
